split,condition,file,scenario_seed,U,K,C,Cclu,Dcol,sensing_radius_m,cluster_populations,initial_budgets,workload_multiplier,energy_multiplier,slot_duration_s
robustness,gu_70,data/robustness/gu_70/scenario_032.npz,124032,3,70,64,4,8,15.0,18;18;17;17,150.0;125.0;175.0,1.0,1.0,1.0
robustness,gu_70,data/robustness/gu_70/scenario_033.npz,124033,3,70,64,4,8,15.0,18;18;17;17,150.0;175.0;125.0,1.0,1.0,1.0
robustness,gu_70,data/robustness/gu_70/scenario_034.npz,124034,3,70,64,4,8,15.0,18;18;17;17,150.0;175.0;125.0,1.0,1.0,1.0
robustness,gu_70,data/robustness/gu_70/scenario_035.npz,124035,3,70,64,4,8,15.0,18;18;17;17,125.0;175.0;150.0,1.0,1.0,1.0
robustness,gu_70,data/robustness/gu_70/scenario_036.npz,124036,3,70,64,4,8,15.0,18;18;17;17,125.0;150.0;175.0,1.0,1.0,1.0
robustness,gu_70,data/robustness/gu_70/scenario_037.npz,124037,3,70,64,4,8,15.0,18;18;17;17,175.0;125.0;150.0,1.0,1.0,1.0
robustness,gu_70,data/robustness/gu_70/scenario_038.npz,124038,3,70,64,4,8,15.0,18;18;17;17,150.0;175.0;125.0,1.0,1.0,1.0
robustness,gu_70,data/robustness/gu_70/scenario_039.npz,124039,3,70,64,4,8,15.0,18;18;17;17,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_000.npz,124000,3,50,64,2,8,15.0,25;25,125.0;150.0;175.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_001.npz,124001,3,50,64,2,8,15.0,25;25,175.0;125.0;150.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_002.npz,124002,3,50,64,2,8,15.0,25;25,150.0;125.0;175.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_003.npz,124003,3,50,64,2,8,15.0,25;25,125.0;150.0;175.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_004.npz,124004,3,50,64,2,8,15.0,25;25,175.0;150.0;125.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_005.npz,124005,3,50,64,2,8,15.0,25;25,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_006.npz,124006,3,50,64,2,8,15.0,25;25,175.0;150.0;125.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_007.npz,124007,3,50,64,2,8,15.0,25;25,125.0;175.0;150.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_008.npz,124008,3,50,64,2,8,15.0,25;25,175.0;150.0;125.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_009.npz,124009,3,50,64,2,8,15.0,25;25,125.0;175.0;150.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_010.npz,124010,3,50,64,2,8,15.0,25;25,125.0;175.0;150.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_011.npz,124011,3,50,64,2,8,15.0,25;25,175.0;150.0;125.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_012.npz,124012,3,50,64,2,8,15.0,25;25,150.0;125.0;175.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_013.npz,124013,3,50,64,2,8,15.0,25;25,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_014.npz,124014,3,50,64,2,8,15.0,25;25,150.0;125.0;175.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_015.npz,124015,3,50,64,2,8,15.0,25;25,125.0;175.0;150.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_016.npz,124016,3,50,64,2,8,15.0,25;25,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_017.npz,124017,3,50,64,2,8,15.0,25;25,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_018.npz,124018,3,50,64,2,8,15.0,25;25,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_019.npz,124019,3,50,64,2,8,15.0,25;25,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_020.npz,124020,3,50,64,2,8,15.0,25;25,175.0;125.0;150.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_021.npz,124021,3,50,64,2,8,15.0,25;25,125.0;175.0;150.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_022.npz,124022,3,50,64,2,8,15.0,25;25,150.0;125.0;175.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_023.npz,124023,3,50,64,2,8,15.0,25;25,125.0;150.0;175.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_024.npz,124024,3,50,64,2,8,15.0,25;25,125.0;150.0;175.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_025.npz,124025,3,50,64,2,8,15.0,25;25,150.0;125.0;175.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_026.npz,124026,3,50,64,2,8,15.0,25;25,150.0;125.0;175.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_027.npz,124027,3,50,64,2,8,15.0,25;25,150.0;125.0;175.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_028.npz,124028,3,50,64,2,8,15.0,25;25,125.0;150.0;175.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_029.npz,124029,3,50,64,2,8,15.0,25;25,175.0;125.0;150.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_030.npz,124030,3,50,64,2,8,15.0,25;25,125.0;175.0;150.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_031.npz,124031,3,50,64,2,8,15.0,25;25,175.0;150.0;125.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_032.npz,124032,3,50,64,2,8,15.0,25;25,150.0;125.0;175.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_033.npz,124033,3,50,64,2,8,15.0,25;25,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_034.npz,124034,3,50,64,2,8,15.0,25;25,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_035.npz,124035,3,50,64,2,8,15.0,25;25,125.0;175.0;150.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_036.npz,124036,3,50,64,2,8,15.0,25;25,125.0;150.0;175.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_037.npz,124037,3,50,64,2,8,15.0,25;25,175.0;125.0;150.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_038.npz,124038,3,50,64,2,8,15.0,25;25,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_2,data/robustness/clusters_2/scenario_039.npz,124039,3,50,64,2,8,15.0,25;25,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_000.npz,124000,3,50,64,6,8,15.0,9;9;8;8;8;8,125.0;150.0;175.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_001.npz,124001,3,50,64,6,8,15.0,9;9;8;8;8;8,175.0;125.0;150.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_002.npz,124002,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;125.0;175.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_003.npz,124003,3,50,64,6,8,15.0,9;9;8;8;8;8,125.0;150.0;175.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_004.npz,124004,3,50,64,6,8,15.0,9;9;8;8;8;8,175.0;150.0;125.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_005.npz,124005,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_006.npz,124006,3,50,64,6,8,15.0,9;9;8;8;8;8,175.0;150.0;125.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_007.npz,124007,3,50,64,6,8,15.0,9;9;8;8;8;8,125.0;175.0;150.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_008.npz,124008,3,50,64,6,8,15.0,9;9;8;8;8;8,175.0;150.0;125.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_009.npz,124009,3,50,64,6,8,15.0,9;9;8;8;8;8,125.0;175.0;150.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_010.npz,124010,3,50,64,6,8,15.0,9;9;8;8;8;8,125.0;175.0;150.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_011.npz,124011,3,50,64,6,8,15.0,9;9;8;8;8;8,175.0;150.0;125.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_012.npz,124012,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;125.0;175.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_013.npz,124013,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_014.npz,124014,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;125.0;175.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_015.npz,124015,3,50,64,6,8,15.0,9;9;8;8;8;8,125.0;175.0;150.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_016.npz,124016,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_017.npz,124017,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_018.npz,124018,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_019.npz,124019,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_020.npz,124020,3,50,64,6,8,15.0,9;9;8;8;8;8,175.0;125.0;150.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_021.npz,124021,3,50,64,6,8,15.0,9;9;8;8;8;8,125.0;175.0;150.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_022.npz,124022,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;125.0;175.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_023.npz,124023,3,50,64,6,8,15.0,9;9;8;8;8;8,125.0;150.0;175.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_024.npz,124024,3,50,64,6,8,15.0,9;9;8;8;8;8,125.0;150.0;175.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_025.npz,124025,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;125.0;175.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_026.npz,124026,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;125.0;175.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_027.npz,124027,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;125.0;175.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_028.npz,124028,3,50,64,6,8,15.0,9;9;8;8;8;8,125.0;150.0;175.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_029.npz,124029,3,50,64,6,8,15.0,9;9;8;8;8;8,175.0;125.0;150.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_030.npz,124030,3,50,64,6,8,15.0,9;9;8;8;8;8,125.0;175.0;150.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_031.npz,124031,3,50,64,6,8,15.0,9;9;8;8;8;8,175.0;150.0;125.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_032.npz,124032,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;125.0;175.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_033.npz,124033,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_034.npz,124034,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_035.npz,124035,3,50,64,6,8,15.0,9;9;8;8;8;8,125.0;175.0;150.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_036.npz,124036,3,50,64,6,8,15.0,9;9;8;8;8;8,125.0;150.0;175.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_037.npz,124037,3,50,64,6,8,15.0,9;9;8;8;8;8,175.0;125.0;150.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_038.npz,124038,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;175.0;125.0,1.0,1.0,1.0
robustness,clusters_6,data/robustness/clusters_6/scenario_039.npz,124039,3,50,64,6,8,15.0,9;9;8;8;8;8,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_000.npz,124000,3,50,64,4,8,15.0,5;20;10;15,125.0;150.0;175.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_001.npz,124001,3,50,64,4,8,15.0,5;15;20;10,175.0;125.0;150.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_002.npz,124002,3,50,64,4,8,15.0,5;20;15;10,150.0;125.0;175.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_003.npz,124003,3,50,64,4,8,15.0,10;20;15;5,125.0;150.0;175.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_004.npz,124004,3,50,64,4,8,15.0,15;20;10;5,175.0;150.0;125.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_005.npz,124005,3,50,64,4,8,15.0,15;20;5;10,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_006.npz,124006,3,50,64,4,8,15.0,20;15;10;5,175.0;150.0;125.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_007.npz,124007,3,50,64,4,8,15.0,15;20;10;5,125.0;175.0;150.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_008.npz,124008,3,50,64,4,8,15.0,10;5;20;15,175.0;150.0;125.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_009.npz,124009,3,50,64,4,8,15.0,15;5;10;20,125.0;175.0;150.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_010.npz,124010,3,50,64,4,8,15.0,20;10;15;5,125.0;175.0;150.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_011.npz,124011,3,50,64,4,8,15.0,20;15;10;5,175.0;150.0;125.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_012.npz,124012,3,50,64,4,8,15.0,15;10;5;20,150.0;125.0;175.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_013.npz,124013,3,50,64,4,8,15.0,15;10;5;20,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_014.npz,124014,3,50,64,4,8,15.0,5;20;15;10,150.0;125.0;175.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_015.npz,124015,3,50,64,4,8,15.0,20;15;5;10,125.0;175.0;150.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_016.npz,124016,3,50,64,4,8,15.0,10;20;15;5,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_017.npz,124017,3,50,64,4,8,15.0,10;5;15;20,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_018.npz,124018,3,50,64,4,8,15.0,20;5;10;15,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_019.npz,124019,3,50,64,4,8,15.0,10;5;15;20,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_020.npz,124020,3,50,64,4,8,15.0,10;5;20;15,175.0;125.0;150.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_021.npz,124021,3,50,64,4,8,15.0,10;5;20;15,125.0;175.0;150.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_022.npz,124022,3,50,64,4,8,15.0,20;10;15;5,150.0;125.0;175.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_023.npz,124023,3,50,64,4,8,15.0,10;20;5;15,125.0;150.0;175.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_024.npz,124024,3,50,64,4,8,15.0,20;15;10;5,125.0;150.0;175.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_025.npz,124025,3,50,64,4,8,15.0,15;5;10;20,150.0;125.0;175.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_026.npz,124026,3,50,64,4,8,15.0,15;20;10;5,150.0;125.0;175.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_027.npz,124027,3,50,64,4,8,15.0,20;10;15;5,150.0;125.0;175.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_028.npz,124028,3,50,64,4,8,15.0,5;15;20;10,125.0;150.0;175.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_029.npz,124029,3,50,64,4,8,15.0,20;5;10;15,175.0;125.0;150.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_030.npz,124030,3,50,64,4,8,15.0,10;15;20;5,125.0;175.0;150.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_031.npz,124031,3,50,64,4,8,15.0,5;20;15;10,175.0;150.0;125.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_032.npz,124032,3,50,64,4,8,15.0,15;5;10;20,150.0;125.0;175.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_033.npz,124033,3,50,64,4,8,15.0,15;20;5;10,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_034.npz,124034,3,50,64,4,8,15.0,20;10;15;5,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_035.npz,124035,3,50,64,4,8,15.0,5;20;10;15,125.0;175.0;150.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_036.npz,124036,3,50,64,4,8,15.0,5;15;20;10,125.0;150.0;175.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_037.npz,124037,3,50,64,4,8,15.0,15;10;20;5,175.0;125.0;150.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_038.npz,124038,3,50,64,4,8,15.0,20;5;10;15,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_moderate,data/robustness/population_moderate/scenario_039.npz,124039,3,50,64,4,8,15.0,5;10;15;20,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_000.npz,124000,3,50,64,4,8,15.0,4;26;8;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_001.npz,124001,3,50,64,4,8,15.0,4;12;26;8,175.0;125.0;150.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_002.npz,124002,3,50,64,4,8,15.0,4;26;12;8,150.0;125.0;175.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_003.npz,124003,3,50,64,4,8,15.0,8;26;12;4,125.0;150.0;175.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_004.npz,124004,3,50,64,4,8,15.0,12;26;8;4,175.0;150.0;125.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_005.npz,124005,3,50,64,4,8,15.0,12;26;4;8,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_006.npz,124006,3,50,64,4,8,15.0,26;12;8;4,175.0;150.0;125.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_007.npz,124007,3,50,64,4,8,15.0,12;26;8;4,125.0;175.0;150.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_008.npz,124008,3,50,64,4,8,15.0,8;4;26;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_009.npz,124009,3,50,64,4,8,15.0,12;4;8;26,125.0;175.0;150.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_010.npz,124010,3,50,64,4,8,15.0,26;8;12;4,125.0;175.0;150.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_011.npz,124011,3,50,64,4,8,15.0,26;12;8;4,175.0;150.0;125.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_012.npz,124012,3,50,64,4,8,15.0,12;8;4;26,150.0;125.0;175.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_013.npz,124013,3,50,64,4,8,15.0,12;8;4;26,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_014.npz,124014,3,50,64,4,8,15.0,4;26;12;8,150.0;125.0;175.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_015.npz,124015,3,50,64,4,8,15.0,26;12;4;8,125.0;175.0;150.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_016.npz,124016,3,50,64,4,8,15.0,8;26;12;4,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_017.npz,124017,3,50,64,4,8,15.0,8;4;12;26,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_018.npz,124018,3,50,64,4,8,15.0,26;4;8;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_019.npz,124019,3,50,64,4,8,15.0,8;4;12;26,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_020.npz,124020,3,50,64,4,8,15.0,8;4;26;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_021.npz,124021,3,50,64,4,8,15.0,8;4;26;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_022.npz,124022,3,50,64,4,8,15.0,26;8;12;4,150.0;125.0;175.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_023.npz,124023,3,50,64,4,8,15.0,8;26;4;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_024.npz,124024,3,50,64,4,8,15.0,26;12;8;4,125.0;150.0;175.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_025.npz,124025,3,50,64,4,8,15.0,12;4;8;26,150.0;125.0;175.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_026.npz,124026,3,50,64,4,8,15.0,12;26;8;4,150.0;125.0;175.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_027.npz,124027,3,50,64,4,8,15.0,26;8;12;4,150.0;125.0;175.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_028.npz,124028,3,50,64,4,8,15.0,4;12;26;8,125.0;150.0;175.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_029.npz,124029,3,50,64,4,8,15.0,26;4;8;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_030.npz,124030,3,50,64,4,8,15.0,8;12;26;4,125.0;175.0;150.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_031.npz,124031,3,50,64,4,8,15.0,4;26;12;8,175.0;150.0;125.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_032.npz,124032,3,50,64,4,8,15.0,12;4;8;26,150.0;125.0;175.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_033.npz,124033,3,50,64,4,8,15.0,12;26;4;8,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_034.npz,124034,3,50,64,4,8,15.0,26;8;12;4,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_035.npz,124035,3,50,64,4,8,15.0,4;26;8;12,125.0;175.0;150.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_036.npz,124036,3,50,64,4,8,15.0,4;12;26;8,125.0;150.0;175.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_037.npz,124037,3,50,64,4,8,15.0,12;8;26;4,175.0;125.0;150.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_038.npz,124038,3,50,64,4,8,15.0,26;4;8;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,population_strong,data/robustness/population_strong/scenario_039.npz,124039,3,50,64,4,8,15.0,4;8;12;26,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_000.npz,124000,3,50,36,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_001.npz,124001,3,50,36,4,8,15.0,13;13;12;12,175.0;125.0;150.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_002.npz,124002,3,50,36,4,8,15.0,13;13;12;12,150.0;125.0;175.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_003.npz,124003,3,50,36,4,8,15.0,13;13;12;12,125.0;150.0;175.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_004.npz,124004,3,50,36,4,8,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_005.npz,124005,3,50,36,4,8,15.0,13;13;12;12,150.0;175.0;125.0,1.0,1.0,1.0
robustness,grid_6,data/robustness/grid_6/scenario_006.npz,124006,3,50,36,4,8,15.0,13;13;12;12,175.0;150.0;125.0,1.0,1.0,1.0
